Listagem de Distribuidoras 2009 a 2019;;;;;;;;;;;
;;;;;;;;;;;
Ano de exibição;Distribuidora;Número de Registro Ancine;Origem da empresa distribuidora;Público;Público Filmes Brasileiros;Renda (R$);Renda Filmes Brasileiros (R$);Títulos Exibidos;Títulos Brasileiros Exibidos;Títulos Lançados;Títulos Brasileiros Lançados
2018;Nozes Produções;38830;Distribuição Nacional;6;6;70;70;1;1;1;1
2018;O2 Play;63;Distribuição Nacional;43.569;43.569;570.486,00;570.486;9;9;8;8
2018;Okna Produções;11871;Distribuição Nacional;198;0;1.569,00;0;1;0;0;0
2018;Olhar Distribuição;37242;Distribuição Nacional;28.103;28.103;364.332,00;364.332;5;5;2;2
2018;Olé Produções;15892;Distribuição Nacional;125;125;1.831,00;1.831;1;1;0;0
2018;Pagu Pictures;38312;Distribuição Nacional;85.282;47.430;1.372.586,00;752.411;6;4;6;4
2018;Paleotv;4958;Distribuição Nacional;1.355;1.355;10.352,00;10.352;1;1;1;1
2018;Panda Filmes;941;Distribuição Nacional;1.178;1.178;17.097,00;17.097;1;1;1;1
2018;Pandora Filmes;12443/333;Distribuição Nacional;193.761;11.168;3.037.715,00;143.800;22;7;15;5
2018;Paramount;169;Distribuição Internacional;5.995.439;0;97.328.996,00;0;12;0;7;0
2018;Paris;11922;Distribuição Nacional;7.350.802;992.366;107.147.833,00;14.145.325;37;5;28;5
2018;Pietà Filmes;20926;Distribuição Nacional;394;394;7.020,00;7.020;1;1;1;1
2018;Pipa Produções;5467;Distribuição Nacional;1.758;1.758;13.551,00;13.551;2;2;1;1
2018;Pipoca & Filmes;31411;Distribuição Nacional;4.100;4.100;52.066,00;52.066;2;2;2;2
2018;Playarte;443;Distribuição Nacional;358.610;0;5.079.974,00;0;8;0;6;0
2018;Polifilmes/Spcine;2550/32360;Distribuição Nacional;113;113;1.130,00;1.130;1;1;0;0
2018;Raiz Distribuidora;11792;Distribuição Nacional;108;108;520;520;1;1;1;1
2018;RB6;32094;Distribuição Nacional;607;607;8.435,00;8.435;1;1;1;1
2018;RioFilme;105;Distribuição Nacional;25.091;25.091;337.693,00;337.693;2;2;1;1
2018;Sony;84;Distribuição Internacional;20.915.476;7.850;312.342.478,00;130.436;29;1;21;1
2018;Supo Mungam Films;28508;Distribuição Nacional;116.377;0;1.854.375,00;0;15;0;9;0
2018;Synapse;277;Distribuição Nacional;908;908;16.809,00;16.809;1;1;1;1
2018;Taturana;38699;Distribuição Nacional;1.415;1.415;17.401,00;17.401;4;4;4;4
2018;Tucumán;16132;Distribuição Nacional;3.674;3.674;48.738,00;48.738;3;3;0;0
2018;TV Meio Ambiente;20873;Distribuição Nacional;114;114;1.901,00;1.901;1;1;0;0
2018;UMES;15603;Distribuição Nacional;10.085;0;165.145,00;0;1;0;1;0
2018;Universal;169/84/33787;Distribuição Internacional;17.718.379;0;274.039.699,00;0;33;0;18;0
2018;Urca Filme;1304;Distribuição Nacional;1.299;1.299;18.519,00;18.519;1;1;1;1
2018;Videofilmes;276;Distribuição Nacional;3.385;3.385;48.341,00;48.341;1;1;0;0
2018;Vitrine Filmes;16713;Distribuição Nacional;575.365;497.479;7.707.094,00;6.426.433;57;55;25;24
2018;Vitrine Filmes/Espaço Filmes;16713/1083;Distribuição Nacional;11.786;11.786;153.437,00;153.437;1;1;1;1
2018;Warner;265;Distribuição Internacional;25.494.305;47.789;403.560.849,00;698.721;28;2;18;2
2018;Zeta Filmes;22936;Distribuição Nacional;54.842;0;736.100,00;0;25;0;15;0
2019;360 Ent.;31182;Distribuição Nacional;746.264;0;9.634.557,00;0;1;0;1;0
2019;A2 Filmes;34811;Distribuição Nacional;138.574;4.221;2.298.166,00;73.153;16;1;14;1
2019;Alpha Filmes;5963;Distribuição Nacional;445.849;0;7.976.455,00;0;3;0;3;0
2019;Anagrama Filmes;38807;Distribuição Nacional;2.637;2.637;39.784,00;39.784;2;2;2;2
2019;Arteplex;1944/41991;Distribuição Nacional;94.640;6.591;1.562.377,00;43.560;9;1;9;1
2019;ArtHouse;22808;Distribuição Nacional;27.505;27.505;342.570,00;342.570;7;7;6;6
2019;Bonfilm;14462;Distribuição Nacional;20.207;0;310.959,00;0;3;0;2;0
2019;Boulevard Filmes;17484;Distribuição Nacional;17.582;17.582;245.329,00;245.329;3;3;3;3
2019;Bretz Filmes;19243;Distribuição Nacional;27.067;6.200;458.074,00;97.403;8;6;8;6
2019;Califórnia;532;Distribuição Nacional;234.237;1.546;4.118.877,00;21.323;19;2;13;1
2019;Cavideo Produções;11893;Distribuição Nacional;133;133;2.320,00;2.320;1;1;1;1
2019;Ciclorama Filmes;17471;Distribuição Nacional;382;382;5.223,00;5.223;1;1;1;1
2019;Cineart Filmes;33340;Distribuição Nacional;11.446;1.018;178.120,00;12.400;6;1;4;1
2019;Cinecolor do Brasil;2631;Distribuição Nacional;36.250;0;551.218,00;0;4;0;4;0
2019;Cultura;1125;Distribuição Nacional;873;873;14.982,00;14.982;1;1;1;1
2019;Cup Filmes;38413;Distribuição Nacional;5.310;1.782;35.489,00;19.225;2;1;2;1
2019;Descoloniza Filmes;15977;Distribuição Nacional;7.741;7.741;95.924,00;95.924;2;2;2;2
2019;Di Mauro Cultura e Arte Produções Artísticas;32612;Distribuição Nacional;273;273;3.149,00;3.149;1;1;1;1
2019;Diamond Films;22724;Distribuição Nacional;2.008.190;0;35.188.333,00;0;39;0;26;0
2019;Disney;18398;Distribuição Internacional;75.608.273;432.182;1.246.196.074,00;6.813.529;38;3;16;1
2019;Downtown;4904;Distribuição Nacional;440.950;440.950;6.887.582,00;6.887.582;9;9;6;6
2019;Downtown/Paris;4904/11922;Distribuição Nacional;14.756.888;14.756.888;192.612.430,00;192.612.430;4;4;3;3
2019;E.H. Produções;461;Distribuição Nacional;484;484;7.712,00;7.712;1;1;1;1
2019;Elite Filmes;22364;Distribuição Nacional;2.871;0;42.895,00;0;4;0;4;0
2019;Elo Company;5672;Distribuição Nacional;57.339;57.339;598.025,00;598.025;28;28;21;21
2019;Embaúba Filmes;23638;Distribuição Nacional;8.847;8.847;98.416,00;98.416;7;7;5;5
2019;Empresa Cinematográfica Pampeana;929;Distribuição Nacional;396;396;5.908,00;5.908;2;2;0;0
2019;Engady Cine Vídeo;2935;Distribuição Nacional;268;268;4.375,00;4.375;1;1;0;0
2019;Esfera Produções;18039;Distribuição Nacional;3.347;3.121;49.227,00;46.415;6;3;3;3
2019;Espaço dos Satyros;34282;Distribuição Nacional;150;150;2.493,00;2.493,00;1;1;0;0
2019;Espaço Filmes;1083;Distribuição Nacional;37.954;9.014;656.597,00;167.956;8;2;5;2
2019;Estação Luz Filmes;1591;Distribuição Nacional;50;50;649;649;1;1;0;0
2019;Europa;2250;Distribuição Nacional;45;45;484;484;1;1;0;0
2019;F. J. Cines;310;Distribuição Nacional;838;0;8.628,00;0;6;0;0;0
2019;Flow Filmes;40351;Distribuição Nacional;11.130;0;124.304,00;0;2;0;2;0
2019;Forte Filmes;12699;Distribuição Nacional;130;130;2.451,00;2.451;1;1;1;1
2019;Fox;256;Distribuição Internacional;8.059.936;0;126.483.259,00;0;17;0;8;0
2019;Fênix Filmes;31931;Distribuição Nacional;30.548;851;511.184,00;11.263;3;1;3;1
2019;Fênix Filmes/Escarlate;31931/45126/29173;Distribuição Nacional;4.128;0;70.425,00;0;1;0;1;0
2019;Fênix Filmes/Tucumán;31931/16132;Distribuição Nacional;309;309;4.358,00;4.358;1;1;1;1
2019;Galeria Distribuidora;42233;Distribuição Nacional;404.902;0;5.945.506,00;0;4;0;4;0
2019;Gávea Filmes e Produções;7128;Distribuição Nacional;47;47;288;288;1;1;1;1
2019;H2O Films;24619/21541;Distribuição Nacional;805.971;805.971;11.933.933,00;11.933.933;3;3;2;2
2019;Imagem;1935;Distribuição Nacional;2.959.159;1.075.412;47.335.116,00;15.352.516;35;17;28;14
2019;Imovision;11868/173;Distribuição Nacional;298.523;20.021;4.893.041,00;302.685;50;7;25;3
2019;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;6.289;6.289;59.142,00;59.142,00;3;3;2;2
2019;Ipecine/Olhar Distribuiçao;31337/37242;Distribuição Nacional;5.970;0;59.448,00;0;1;0;1;0
2019;Ivin Films;37407;Distribuição Nacional;1.189;1.189;21.474,00;21.474;1;1;1;1
2019;Jura Filmes;4946;Distribuição Nacional;527;527;5.591,00;5.591;1;1;1;1
2019;Kinopus;4021;Distribuição Nacional;359;359;4.611,00;4.611;1;1;1;1
2019;Klaxon Cultura Audiovisual;14499;Distribuição Nacional;3.284;3.284;33.057,00;33.057;1;1;1;1
2019;Lança Filmes;25115;Distribuição Nacional;7.520;2.948;115.089,00;38.257;5;2;4;2
2019;Lauper;1002;Distribuição Nacional;1.715;1.715;17.690,00;17.690;1;1;1;1
2019;Lira Filmes;28406;Distribuição Nacional;2.380;537;36.155,00;6.467;2;1;2;1
2019;Livres Filmes;21870;Distribuição Nacional;2.068;2.068;28.833,00;28.833;1;1;1;1
2019;Lume Produções Cinematográficas;11990;Distribuição Nacional;1.160;1.160;11.700,00;11.700;2;2;2;2
2019;Mac Comunicação;281;Distribuição Nacional;22;22;84;84;1;1;0;0
2019;Moro Comunicação;5224;Distribuição Nacional;358;358;4.686,00;4.686;1;1;1;1
2019;O2 Play;63;Distribuição Nacional;64.449;23.854;968.182,00;297.683;13;11;11;9
2019;Okna Produções;11871;Distribuição Nacional;897;897;10.802,00;10.802;1;1;1;1
2019;Olhar Distribuição;37242;Distribuição Nacional;10.586;10.586;103.549,00;103.549,00;9;9;8;8
2019;Pagu Pictures;38312;Distribuição Nacional;140.018;31.429;2.365.589,00;499.039;18;6;16;6
2019;Pandora Filmes;12443/333;Distribuição Nacional;83.644;14.729;1.250.555,00;198.018;21;6;17;5
2019;Paramount;169;Distribuição Internacional;4.913.500;0;78.179.719,00;0;11;0;7;0
2019;Paris;11922;Distribuição Nacional;8.730.511;3.895.174;130.157.345,00;54.941.557;36;7;27;5
2019;Pipa Produções;5467;Distribuição Nacional;4.123;4.123;33.932,00;33.932;1;1;1;1
2019;Pique-Bandeira Filmes;22312;Distribuição Nacional;157;157;1.379,00;1.379;1;1;1;1
2019;Playarte;443;Distribuição Nacional;288.958;0;4.386.800,00;0;8;0;6;0
2019;Raccord Produções;786;Distribuição Nacional;786;786;11.535,00;11.535;1;1;1;1
2019;Raiz Distribuidora;11792;Distribuição Nacional;143;143;715;715;1;1;0;0
2019;Raça Ruim Filmes;34789;Distribuição Nacional;12.471;12.471;170.706,00;170.706;1;1;1;1
2019;Sony;84;Distribuição Internacional;14.085.832;749.656;224.189.971,00;11.856.607;23;2;14;1
2019;Sony/Vitrine Filmes;84/16713;Codistribuição Internacional-Nacional;117.222;117.222;2.010.086,00;2.010.086;1;1;1;1
2019;Supo Mungam Films;28508;Distribuição Nacional;9.930;0;144.781,00;0;9;0;4;0
2019;Taturana;38699;Distribuição Nacional;3.683;3.683;25.272,00;25.272;5;5;2;2
2019;Tucumán;16132;Distribuição Nacional;530;530;6.436,00;6.436;1;1;1;1
2019;Universal;169/84/33787;Distribuição Internacional;14.661.218;0;227.023.183,00;0;26;0;17;0
2019;Urbano Filmes;23942;Distribuição Nacional;464;464;6.364,00;6.364;1;1;1;1
2019;Videofilmes;276;Distribuição Nacional;263;263;2.652,00;2.652;1;1;0;0
2019;Vilacine;18499;Distribuição Nacional;190;0;2.847,00;0;1;0;1;0
2019;Vinny Filmes;17810;Distribuição Nacional;2.548;0;38.528,00;0;1;0;1;0
2019;Vitrine Filmes;16713;Distribuição Nacional;1.317.986;1.300.396;18.898.814,00;18.645.830;57;51;16;14
2019;Warner;265;Distribuição Internacional;24.615.038;199.773;392.186.358,00;3.237.399;30;2;20;2
2019;Zeta Filmes;22936;Distribuição Nacional;16.537;0;213.433,00;0;21;0;8;0
;;;;;;;;;;;
Notas:;;;;;;;;;;;
1. Para um melhor alinhamento com o mercado internacional, as obras registradas na ANCINE com distribuição da Paramount, que atua no Brasil também comercializando obras dos estúdios Universal, foram desagregadas entre as duas empresas, seguindo o padrão de distribuição no exterior.;;;;;;;;;;;
2. Os valores de renda disponíveis neste arquivo são valores correntes do ano de referência.;;;;;;;;;;;
3. ND: Dados não infomados pela distribuidora até a data de compilação dos dados.;;;;;;;;;;;
"4. O ano corresponde aos seguintes períodos: 2019: 01/01/2019 a 31/12/2019; 2018: 01/01/2018 a 31/12/2019; 2017: 05/01/2017 a 03/01/2018; 2016: 07/01/2016 a 04/01/2017; 2015: 01/01/2015 a 06/01/2016; 2014: 03/01/2014 a 31/12/2014; 2013: 04/01/2013 a 02/01/2014; 2012: 06/01/2012 a 03/01/2013; 2011: 31/12/2010 a 05/01/2012; 2010: 01/01/2010 a 30/12/2010 e 2009: 02/01/2009 a 31/12/2009.";;;;;;;;;;;
5. Foram consideradas distribuidoras internacionais as empresas brasileiras subsidiárias dos grandes estúdios de produção e distribuição dos Estados Unidos da América (EUA): Paramount, Universal, Disney, Sony, Fox e Warner. Todas as demais foram definidas como empresas nacionais de distribuição. As parcerias de distribuição entre distribuidoras internacionais e distribuidoras nacionais foram classificadas como Codistribuição Internacional-Nacional.;;;;;;;;;;;
"6. A coluna ""Número de Registro Ancine"" disponibiliza todos os registros ativos vinculados às empresas.";;;;;;;;;;;
;;;;;;;;;;;
Fonte:;;;;;;;;;;;
2019: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 04/05/2020.;;;;;;;;;;;
2018: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 22/02/2019.;;;;;;;;;;;
2016 e 2017: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 02/04/2018.;;;;;;;;;;;
2009 a 2015: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 22/12/2017.;;;;;;;;;;;
;;;;;;;;;;;
Elaboração: Coordenação de Edição e Publicação de Conteúdo - CEC/SAM/ANCINE. Publicado em 16/09/2020. Republicado em 23/09/2020.;;;;;;;;;;;
