Listagem de Filmes Brasileiros e Estrangeiros Exibidos - 2009 a 2019;;;;;;;;;;
;;;;;;;;;;
Ano de exibição;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Público no ano de exibição;Renda (R$) no ano de exibição
2018;O Fantasma Da Sicília;E1700432800000;Ficção;França, Itália, Suíça;Estrangeira;28/09/2017;Pandora Filmes;Distribuição Nacional;13;171
2018;O Fantástico Patinho Feio;B1800446400000;Documentário;Brasil;Brasileira;22/11/2018;Elo Company;Distribuição Nacional;596;5.714,00
2018;O Filho De Joseph;E1700053100000;Ficção;Bélgica, França;Estrangeira;16/03/2017;Supo Mungam Films;Distribuição Nacional;68;765
2018;O Filho Uruguaio;E1700471600000;Ficção;França;Estrangeira;01/03/2018;Bonfilm;Distribuição Nacional;3.515;48.477,00
2018;O Filme Da Minha Vida;B1700151900000;Ficção;Brasil;Brasileira;03/08/2017;Vitrine Filmes;Distribuição Nacional;226;1.021,00
2018;O Formidável*;E1700453600000;Ficção;França;Estrangeira;26/10/2017;Imovision;Distribuição Nacional;30;245
2018;O Futuro Adiante;E1800401500000;Ficção;Argentina;Estrangeira;04/10/2018;Supo Mungam Films;Distribuição Nacional;6.044;93.790,00
2018;O Grande Circo Mistico;B1800000800000;Ficção;Brasil, França, Portugal;Brasileira;15/11/2018;H2O Films;Distribuição Nacional;51.120;831.794,00
2018;O Grinch;E1800455900000;Animação;Estados Unidos;Estrangeira;08/11/2018;Universal;Distribuição Internacional;1.505.786;22.185.631,00
2018;O Homem Das Cavernas;E1700600900000;Animação;Estados Unidos, França, Reino Unido;Estrangeira;05/04/2018;Paris;Distribuição Nacional;139.041;1.968.520,00
2018;O Homem Perfeito;B1800115600000;Ficção;Brasil;Brasileira;27/09/2018;Downtown;Distribuição Nacional;11.289;178.904,00
2018;O Homem Que Caiu Na Terra;E1600736600000;Ficção;Estados Unidos, Reino Unido;Estrangeira;Relançamento;Zeta Filmes;Distribuição Nacional;123;1.272,00
2018;O Homem Que Parou O Tempo;B1800398300000;Ficção;Brasil;Brasileira;13/09/2018;Elo Company;Distribuição Nacional;982;8.236,00
2018;O Insulto;E1700542500000;Ficção;Bélgica, Chipre, Estados Unidos, França, Líbano;Estrangeira;08/02/2018;Imovision;Distribuição Nacional;48.107;757.856,00
2018;O Jabuti E A Anta;B1700090400000;Documentário;Brasil;Brasileira;23/03/2018;Taturana;Distribuição Nacional;202;1.905,00
2018;O Jovem Karl Marx*;E1700517900000;Ficção;Alemanha, Bélgica, França;Estrangeira;28/12/2017;Califórnia;Distribuição Nacional;31.558;460.396,00
2018;O Leopardo;E1800127100000;Ficção;França, Itália;Estrangeira;22/03/2018;F. J. Cines;Distribuição Nacional;366;2.279,00
2018;O Mistério Do Relógio Na Parede;E1800334000000;Ficção;Estados Unidos;Estrangeira;20/09/2018;Universal;Distribuição Internacional;374.926;5.307.707,00
2018;O Motorista De Táxi;E1700516800000;Ficção;Coréia do Sul;Estrangeira;11/01/2018;Califórnia;Distribuição Nacional;2.234;35.010,00
2018;O Mundo Fora Do Lugar;E1700091500000;Ficção;Alemanha;Estrangeira;30/03/2017;Alphaville Filmes;Distribuição Nacional;43;588
2018;O Muro;B1800247400000;Documentário;Brasil;Brasileira;07/06/2018;Espiral;Distribuição Nacional;205;2.661,00
2018;O Nome Da Morte;B1700513700000;Ficção;Brasil;Brasileira;02/08/2018;Imagem;Distribuição Nacional;45.766;711.964,00
2018;O Nó Do Diabo;B1800187300000;Ficção;Brasil;Brasileira;14/06/2018;Elo Company;Distribuição Nacional;1.712;15.589,00
2018;O Orgulho;E1800279800000;Ficção;Bélgica, França;Estrangeira;19/07/2018;Pandora Filmes;Distribuição Nacional;49.505;828.311,00
2018;O Ornitólogo;B1600773600000;Ficção;Brasil, França, Portugal;Brasileira;30/03/2017;Vitrine Filmes;Distribuição Nacional;35;205
2018;O Outro Lado da Esperança*;E1700507600000;Ficção;Alemanha, Finlândia;Estrangeira;09/11/2017;Imovision;Distribuição Nacional;520;4.431,00
2018;O Paciente, O Caso Tancredo Neves;B1800324100000;Ficção;Brasil;Brasileira;13/09/2018;Paris;Distribuição Nacional;40.793;818.899,00
2018;O Pacto De Adriana;E1700613800000;Documentário;Chile;Estrangeira;11/01/2018;F. J. Cines;Distribuição Nacional;1.465;14.362,00
2018;O Parque;E1800137700000;Ficção;França;Estrangeira;03/05/2018;Zeta Filmes;Distribuição Nacional;649;8.160,00
2018;O Parque Do Inferno;E1800463600000;Ficção;Estados Unidos;Estrangeira;22/11/2018;Paris;Distribuição Nacional;199.397;2.726.804,00
2018;O Passageiro;E1800045100000;Ficção;Estados Unidos, França, Reino Unido;Estrangeira;08/03/2018;Imagem/Califórnia;Distribuição Nacional;329.794;5.273.879,00
2018;O Poder De Diane;E1800474800000;Ficção;França;Estrangeira;18/10/2018;Bonfilm;Distribuição Nacional;1.900;27.707,00
2018;O Poder E O Impossível;E1700487100000;Ficção;Estados Unidos;Estrangeira;14/12/2017;Imagem;Distribuição Nacional;70;410
2018;O Poderoso Chefinho;E1600773800000;Animação;Estados Unidos;Estrangeira;30/03/2017;Fox;Distribuição Internacional;227;2.036,00
2018;O Predador;E1800253200000;Ficção;Estados Unidos;Estrangeira;13/09/2018;Fox;Distribuição Internacional;804.644;12.634.198,00
2018;O Primeiro Homem;E1800333300000;Ficção;Estados Unidos;Estrangeira;18/10/2018;Universal;Distribuição Internacional;299.501;5.756.489,00
2018;O Processo;B1800130600000;Documentário;Brasil, Alemanha;Brasileira;17/05/2018;Vitrine Filmes;Distribuição Nacional;65.918;915.174,00
2018;O Protetor 2;E1500760000000;Ficção;Estados Unidos;Estrangeira;16/08/2018;Sony;Distribuição Internacional;843.955;13.391.419,00
2018;O Que De Verdade Importa;E1800136600000;Ficção;Canadá, Espanha, Estados Unidos;Estrangeira;27/09/2018;Anagrama Filmes;Distribuição Nacional;343.770;4.984.386,00
2018;O Que Será De Nozes 2;E1700280700000;Animação;Canadá, Coréia do Sul, Estados Unidos;Estrangeira;14/09/2017;Diamond Films;Distribuição Nacional;76;817
2018;O Que Te Faz Mais Forte;E1700442000000;Ficção;Estados Unidos;Estrangeira;15/02/2018;Paris;Distribuição Nacional;12.161;224.455,00
2018;O Quebra-Cabeça;E1800347500000;Ficção;Estados Unidos;Estrangeira;15/11/2018;Sony;Distribuição Internacional;9.033;156.263,00
2018;O Quebra-Nozes E Os Quatro Reinos;E1800428500000;Ficção;Estados Unidos;Estrangeira;01/11/2018;Disney;Distribuição Internacional;852.823;13.119.845,00
2018;O Reencontro;E1700279900000;Ficção;França;Estrangeira;27/07/2017;Alphaville Filmes;Distribuição Nacional;111;1.511,00
2018;O Rei do Show*;E1700321800000;Ficção;Estados Unidos;Estrangeira;25/12/2017;Fox;Distribuição Internacional;226.512;3.985.984,00
2018;O Reino Gelado: Fogo E Gelo;E1700180600000;Animação;Rússia;Estrangeira;10/08/2017;Califórnia;Distribuição Nacional;114;1.134,00
2018;O Renascimento Do Parto 2;B1800038700000;Documentário;Brasil;Brasileira;10/05/2018;Espaço Filmes;Distribuição Nacional;6.234;100.785,00
2018;O Renascimento Do Parto 3;B1800387700000;Documentário;Brasil;Brasileira;30/08/2018;Espaço Filmes;Distribuição Nacional;1.434;27.773,00
2018;O Retorno De Mary Poppins;E1800431900000;Ficção;Estados Unidos;Estrangeira;20/12/2018;Disney;Distribuição Internacional;278.127;4.743.284,00
2018;O Retorno Do Herói;E1800249500000;Ficção;Bélgica, França;Estrangeira;20/09/2018;A2 Filmes;Distribuição Nacional;18.099;271.298,00
2018;O Sacrifício Do Cervo Sagrado;E1700566400000;Ficção;Irlanda, Reino Unido;Estrangeira;08/02/2018;Diamond Films;Distribuição Nacional;13.587;222.884,00
2018;O Segredo De Davi;B1800346100000;Ficção;Brasil;Brasileira;22/11/2018;Elo Company;Distribuição Nacional;9.077;111.775,00
2018;O Silêncio Da Noite É Que Tem Sido Testemunha Das Minhas Amarguras;B1700159700000;Documentário;Brasil;Brasileira;15/03/2018;Inquieta Cinema Cultura e Comunicação;Distribuição Nacional;794;7.191,00
2018;O Silêncio É Uma Prece;B1800193400000;Documentário;Brasil;Brasileira;31/05/2018;Downtown/Paris;Distribuição Nacional;5.613;97.684,00
2018;O Sonho De Greta;E1700111400000;Ficção;Austrália;Estrangeira;20/04/2017;Pandora Filmes;Distribuição Nacional;50;641
2018;O Sétimo Selo;E1500576400000;Ficção;Suécia;Estrangeira;Relançamento;F. J. Cines;Distribuição Nacional;825;11.712,00
2018;O Terceiro Assassinato;E1800112500000;Ficção;Japão;Estrangeira;19/04/2018;Imovision;Distribuição Nacional;6.410;119.638,00
2018;O Touro Ferdinando;E1700322100000;Animação;Estados Unidos;Estrangeira;11/01/2018;Fox;Distribuição Internacional;3.450.295;47.176.399,00
2018;O Ódio Que Você Semeia;E1800471300000;Ficção;Estados Unidos;Estrangeira;06/12/2018;Fox;Distribuição Internacional;4.491;82.972,00
2018;O Último Cine Drive-In;B1402197800000;Ficção;Brasil;Brasileira;20/08/2015;Vitrine Filmes;Distribuição Nacional;397;3.970,00
2018;Oh Lucy!;E1800222500000;Ficção;Estados Unidos, Japão;Estrangeira;28/06/2018;Imovision;Distribuição Nacional;10.749;183.832,00
2018;Oito Mulheres E Um Segredo;E1800213600000;Ficção;Estados Unidos;Estrangeira;07/06/2018;Warner;Distribuição Internacional;1.285.839;20.870.757,00
2018;Olho Nu;B1302060500000;Documentário;Brasil;Brasileira;15/05/2014;Vitrine Filmes;Distribuição Nacional;59;152
2018;Olhos Do Deserto;E1800176000000;Ficção;Canadá, França, Marrocos;Estrangeira;24/05/2018;Esfera Produções;Distribuição Nacional;1.116;15.718,00
2018;On Yoga - Arquitetura da Paz*;B1700455300000;Documentário;Brasil;Brasileira;16/11/2017;Bretz Filmes;Distribuição Nacional;421;7.182,00
2018;Onde A Moeda Cai Em Pé - A História Do São Paulo Futebol Clube;B1800509700000;Documentário;Brasil;Brasileira;08/11/2018;Elo Company;Distribuição Nacional;3.854;34.564,00
2018;Onde Está Você, João Gilberto?;E1800335000000;Documentário;Alemanha, França, Suíça;Estrangeira;23/08/2018;Imovision;Distribuição Nacional;3.796;49.367,00
2018;Operação Big Hero;E1500091700000;Animação;Estados Unidos;Estrangeira;25/12/2014;Disney;Distribuição Internacional;85;3.061,00
2018;Operação Overlord;E1800381200000;Ficção;Estados Unidos;Estrangeira;08/11/2018;Paramount;Distribuição Internacional;197.331;2.869.646,00
2018;Operação Red Sparrow;E1800012100000;Ficção;Estados Unidos;Estrangeira;01/03/2018;Fox;Distribuição Internacional;340.989;6.101.410,00
2018;Os Belos Dias De Aranjuez;E1600489600000;Ficção;Alemanha, França;Estrangeira;30/03/2017;Imovision;Distribuição Nacional;134;912
2018;Os Campos Voltarão;E1500846700000;Ficção;Itália;Estrangeira;07/07/2016;Filmes Da Mostra;Distribuição Nacional;2;22
2018;Os Caubóis Do Apocalipse;B1700406200000;Ficção;Brasil;Brasileira;16/03/2018;Pietà Filmes;Distribuição Nacional;394;7.020,00
2018;Os Cowboys;E1700042700000;Ficção;França;Estrangeira;16/03/2017;Bonfilm;Distribuição Nacional;7;82
2018;Os Estranhos: Caçada Noturna;E1800074600000;Ficção;Estados Unidos;Estrangeira;07/06/2018;Diamond Films;Distribuição Nacional;55.630;756.955,00
2018;Os Exterminadores Do Além Contra A Loira Do Banheiro;B1800546900000;Ficção;Brasil;Brasileira;29/11/2018;Vitrine Filmes;Distribuição Nacional;181.614;2.340.995,00
2018;Os Fantasmas De Ismael;E1800137800000;Ficção;França;Estrangeira;03/05/2018;Imovision;Distribuição Nacional;8.812;141.768,00
2018;Os Farofeiros;B1700611000000;Ficção;Brasil;Brasileira;08/03/2018;Downtown/Paris;Distribuição Nacional;2.604.658;36.820.843,00
2018;Os Golfinhos Vão Para O Leste;E1700393600000;Ficção;Alemanha, Argentina, Uruguai;Estrangeira;23/11/2017;Okna Produções;Distribuição Nacional;198;1.569,00
2018;Os Incontestáveis;B1500794300000;Ficção;Brasil;Brasileira;09/08/2018;Livres Filmes;Distribuição Nacional;789;7.676,00
2018;Os Incríveis 2;E1800037700000;Animação;Estados Unidos;Estrangeira;28/06/2018;Disney;Distribuição Internacional;9.809.291;145.011.793,00
2018;Os Iniciados;E1700618500000;Ficção;África do Sul, Alemanha, França, Holanda;Estrangeira;18/01/2018;Zeta Filmes;Distribuição Nacional;4.300;56.382,00
2018;Os Invisíveis;E1800412400000;Ficção;Alemanha;Estrangeira;04/10/2018;Mares Filmes/A2 Filmes;Distribuição Nacional;7.125;110.421,00
2018;Os Parças*;B1700503500000;Ficção;Brasil;Brasileira;30/11/2017;Downtown/Paris;Distribuição Nacional;223.209;3.137.549,00
2018;Os Smurfs e a Vila Perdida;E1500757200000;Animação;Estados Unidos;Estrangeira;06/04/2017;Sony;Distribuição Internacional;65;867
2018;Outra História Do Mundo;B1700431000000;Ficção;Argentina, Brasil, Uruguai;Brasileira;02/08/2018;Fênix Filmes/Tucumán;Distribuição Nacional;5.526;86.119,00
2018;Paddington 2;E1700540700000;Animação;França, Reino Unido;Estrangeira;01/02/2018;Imagem;Distribuição Nacional;274.325;3.827.468,00
2018;Pagliacci;B1800127700000;Documentário;Brasil;Brasileira;26/04/2018;Pandora Filmes;Distribuição Nacional;570;7.805,00
2018;Pai em Dose Dupla 2*;E1700496000000;Ficção;Estados Unidos;Estrangeira;23/11/2017;Paramount;Distribuição Internacional;0;0
2018;Pantera Negra;E1700512400000;Ficção;Estados Unidos;Estrangeira;15/02/2018;Disney;Distribuição Internacional;7.438.252;120.998.283,00
2018;Papillon;E1800393100000;Ficção;Espanha, Estados Unidos, República Tcheca;Estrangeira;04/10/2018;Imagem/Califórnia;Distribuição Nacional;53.155;1.042.432,00
2018;Para Minha Amada Morta;B1500177200000;Ficção;Brasil;Brasileira;31/03/2016;Vitrine Filmes;Distribuição Nacional;10;65
2018;Para Sempre Chape;E1800297600000;Documentário;Uruguai;Estrangeira;09/08/2018;Arcoplex;Distribuição Nacional;1.970;28.933,00
2018;Para Ter Onde Ir;B1700026000000;Ficção;Brasil;Brasileira;01/03/2018;O2 Play;Distribuição Nacional;1.670;13.371,00
2018;Paraíso Perdido;B1800202100000;Ficção;Brasil;Brasileira;31/05/2018;Vitrine Filmes;Distribuição Nacional;21.554;321.229,00
2018;Paris 8;E1800133800000;Ficção;França;Estrangeira;17/05/2018;Cineart Filmes;Distribuição Nacional;5.893;90.295,00
2018;Parquelândia;B1800487600000;Documentário;Brasil;Brasileira;08/11/2018;Taturana;Distribuição Nacional;18;190
2018;Paulistas;B1700590500000;Documentário;Brasil;Brasileira;22/02/2018;Vitrine Filmes;Distribuição Nacional;1.076;7.201,00
2018;Paulo - Apóstolo De Cristo;E1800038000000;Ficção;Estados Unidos;Estrangeira;03/05/2018;Sony;Distribuição Internacional;767.307;10.998.259,00
2018;Pedro Coelho;E1800029900000;Animação;Austrália, Estados Unidos;Estrangeira;22/03/2018;Sony;Distribuição Internacional;937.373;12.951.181,00
2018;Pedro Osmar, Prá Liberdade Que Se Conquista;B1600466500000;Documentário;Brasil;Brasileira;16/03/2017;Complô;Distribuição Nacional;25;160
2018;Peixonauta: O Filme;B1700011500000;Animação;Brasil;Brasileira;25/01/2018;Riofilme;Distribuição Nacional;22.144;300.329,00
2018;Pela Janela;B1700088100000;Ficção;Argentina, Brasil;Brasileira;18/01/2018;Vitrine Filmes;Distribuição Nacional;5.121;37.415,00
2018;Pendular;B1700104200000;Ficção;Argentina, Brasil, França;Brasileira;21/09/2017;Vitrine Filmes;Distribuição Nacional;161;389
2018;Pequena Grande Vida;E1700453500000;Ficção;Estados Unidos;Estrangeira;22/02/2018;Paramount;Distribuição Internacional;116.568;1.876.767,00
2018;Pets - A Vida Secreta Dos Bichos;E1500745000000;Animação;Estados Unidos;Estrangeira;25/08/2016;Universal;Distribuição Internacional;2.480;26.867,00
2018;Pica-Pau*;E1700347000000;Animação;Estados Unidos;Estrangeira;05/10/2017;Universal;Distribuição Internacional;723;9.193,00
2018;Piripkura;B1700242100000;Documentário;Brasil;Brasileira;01/03/2018;Synapse;Distribuição Nacional;908;16.809,00
2018;Po;E1800498300000;Ficção;Estados Unidos;Estrangeira;22/11/2018;Cineart Filmes;Distribuição Nacional;1.282;15.090,00
2018;Podres De Ricos;E1800303600000;Ficção;Estados Unidos;Estrangeira;25/10/2018;Warner;Distribuição Internacional;41.358;718.255,00
2018;Ponto Cego;E1800353100000;Ficção;Estados Unidos;Estrangeira;04/10/2018;Paris;Distribuição Nacional;3.690;58.771,00
2018;Por Que Vivemos*;E1700465900000;Animação;Japão;Estrangeira;23/11/2017;Espaço Filmes;Distribuição Nacional;1.237;17.672,00
2018;Por Trás Dos Seus Olhos;E1800078000000;Ficção;Estados Unidos, Tailândia;Estrangeira;22/03/2018;Paris;Distribuição Nacional;10.370;195.243,00
2018;Pra Ficar Na História;B1700527500000;Documentário;Brasil;Brasileira;08/03/2018;Pipoca & Filmes;Distribuição Nacional;309;2.582,00
2018;Praça Paris;B1700405200000;Ficção;Argentina, Brasil, Portugal;Brasileira;26/04/2018;Imovision;Distribuição Nacional;13.348;206.149,00
2018;Primavera Em Casablanca;E1800300200000;Ficção;França;Estrangeira;12/07/2018;Califórnia;Distribuição Nacional;8.208;119.165,00
2018;Procurando Dory;E1600258900000;Animação;Estados Unidos;Estrangeira;30/06/2016;Disney;Distribuição Internacional;233;3.466,00
2018;Professor Marston e as Mulheres-Maravilhas*;E1700486500000;Ficção;Estados Unidos;Estrangeira;14/12/2017;Sony;Distribuição Internacional;290;4.808,00
2018;Projeto Flórida;E1700559200000;Ficção;Estados Unidos;Estrangeira;01/03/2018;Diamond Films;Distribuição Nacional;25.858;433.285,00
2018;Promessa Ao Amanhecer (2017);E1800216600000;Ficção;França;Estrangeira;26/07/2018;Bonfilm;Distribuição Nacional;11.499;169.582,00
2018;Pépequeno;E1800215200000;Animação;Estados Unidos;Estrangeira;27/09/2018;Warner;Distribuição Internacional;1.500.086;20.867.336,00
2018;Quando Duas Mulheres Pecam;E1800230700000;Ficção;Suécia;Estrangeira;19/07/2018;F. J. Cines;Distribuição Nacional;674;7.313,00
2018;Quase Memória;B1500585400000;Ficção;Brasil;Brasileira;19/04/2018;Pandora Filmes;Distribuição Nacional;4.188;60.683,00
2018;Queen - Bohemian Rhapsody;E1402331000000;Ficção;Estados Unidos;Estrangeira;01/11/2018;Fox;Distribuição Internacional;2.350.612;41.208.924,00
2018;Quem Mora Lá;B1800396500000;Documentário;Brasil;Brasileira;20/11/2018;Califórnia/Taturana;Distribuição Nacional;65;779
2018;Querida Mamãe;B1700332400000;Ficção;Brasil;Brasileira;03/05/2018;Elo Company;Distribuição Nacional;1.646;17.577,00
2018;Querido Embaixador;B1700409900000;Documentário;Brasil;Brasileira;02/08/2018;Elo Company;Distribuição Nacional;2.297;26.425,00
2018;Rampage: Destruição Total;E1800084100000;Ficção;Estados Unidos;Estrangeira;12/04/2018;Warner;Distribuição Internacional;1.337.049;21.146.685,00
2018;Rasga Coração;B1800549200000;Ficção;Brasil;Brasileira;06/12/2018;Sony;Distribuição Internacional;7.850;130.436,00
2018;Redemoinho;B1600243000000;Ficção;Brasil;Brasileira;09/02/2017;Vitrine Filmes;Distribuição Nacional;15;117
2018;Refém Do Jogo;E1800389800000;Ficção;Estados Unidos;Estrangeira;22/11/2018;Califórnia/Imagem;Distribuição Nacional;50.672;699.293,00
2018;Rei;E1800086000000;Ficção;Chile, França;Estrangeira;21/06/2018;Descoloniza Filmes;Distribuição Nacional;413;4.467,00
2018;Rei Arthur: A Lenda Da Espada;E1600774000000;Ficção;Estados Unidos;Estrangeira;18/05/2017;Warner;Distribuição Internacional;40;292
