"""Listagem de Autorizações de Produções Audiovisuais no Brasil com Participação de Profissionais Estrangeiros - 2014""";;;;;;;;;;;
;;;;;;;;;;;
"""Número de Autorização de Origem""";Data da Aprovação;"""Número de Técnicos/
Artistas Estrangeiros""";"""Título da Obra""";"""Tipo de Obra""";"""Período Produção""";"""Empresa Brasileira""";"""UF""";"""Empresa Estrangeira""";"""País""";"""Produção""";"""Local de Filmagem (UF)"""
"""171/AIN""";15/10/2014;"""12""";"""Great Amazon - The Water World""";"""Documentário""";"""08/11/2014 a 30/11/2014""";"""Sango Productions Ltda""";"""SP""";"""TBS Vision Inc.""";"""Japão""";"""Estrangeira""";"""AM"""
"""172/AIN""";15/10/2014;"""4""";"""Unnstopable""";"""Documentário""";"""22/10/2014 a 05/11/2014""";"""Cani.Tv Produções""";"""RJ""";"""Finch Company""";"""Austrália""";"""Estrangeira""";"""RJ"""
"""173/AIN""";15/10/2014;"""2""";"""Beyond the Horizon""";"""Publicitária""";"""10/11/2014 a 14/11/2014""";"""Maruti Blue Produções e Eventos""";"""RJ""";"""Évimages""";"""França""";"""Estrangeira""";"""RJ"""
"""174/AIN""";15/10/2014;"""9""";"""Castelo de Areia""";"""Institucional""";"""27/10/2014 a 12/11/2014""";"""Hungry man Brasil Produções Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""RJ"""
"""175/AIN""";15/10/2014;"""4""";"""Seats for Switzerland""";"""Documentário""";"""22/10/2014 a 28/10/2014""";"""Neon Rio Ltda""";"""RJ""";"""Milchstrasse Filmproduktion GmbH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""176/AIN""";20/10/2014;"""1""";"""Earth Child Institute""";"""Institucional""";"""25/11/2014 a 01/12/2014""";"""Utopia Films Produção Artística Ltda""";"""RJ""";"""Pretzel Films""";"""Reino Unido""";"""Estrangeira""";"""PA"""
"""177/AIN""";20/10/2014;"""1""";"""La Foret Engloutie""";"""Documentário""";"""23/10/2014 a 07/11/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""FL Concepts""";"""França""";"""Estrangeira""";"""AM"""
"""178/AIN""";20/10/2014;"""1""";"""Schau in meine Welt""";"""Documentário""";"""02/12/2014 a 09/12/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""Gigaherz GmbH""";"""Alemanha""";"""Estrangeira""";"""PE"""
"""179/Ain""";20/10/2014;"""8""";"""The Perfect Leaf""";"""Documentário""";"""28/10/2014 a 12/11/2014""";"""Connection Filmes e Produções Artísticas LTDA""";"""RJ""";"""Saga Film""";"""Romênia""";"""Estrangeira""";"""SC """
"""180/AIN""";21/10/2014;"""6""";"""Amazon Special""";"""Documentário""";"""01/11/2014 a 26/11/2014""";"""Alfixit Produções Culturais e Artísticas Ltda""";"""SP""";"""Octagon Co. Ltda""";"""Japão""";"""Estrangeira""";"""MT/AM/PA/SP"""
"""181/AIN""";21/10/2014;"""4""";"""Healthier Forests, Healthier Farms""";"""Institucional""";"""28/10/2014 a 03/11/2014""";"""Garoa Produtora de Cinema TV e Vídeo Ltda""";"""BA""";"""Rockhouse Motion LLC""";"""EUA""";"""Estrangeira""";"""BA"""
"""182/AIN""";22/10/2014;"""2""";"""A Origem do Boto Cor-de-rosa""";"""Documentário""";"""01/11/2014 a 17/11/2014""";"""DUO2.TV LTDA """;"""SP""";"""Yade French Connections""";"""EUA""";"""Estrangeira""";"""AM"""
"""183/AIN""";22/10/2014;"""3""";"""Pioneers in Every Land-Sealed Together""";"""Documentário""";"""03/11/2014 a 13/11/2014""";"""Gato Preto Filmes""";"""SP""";"""Corporation of the presiding Bishop of the church of Jesus Christ of latter-day saints""";"""EUA""";"""Estrangeira""";"""AM"""
"""184/AIN""";22/10/2014;"""3""";"""Food Unwrapped 4 """;"""Documentário""";"""08/11/2014 a 14/11/2014""";"""Garapa Produções e Serviços Ltda""";"""SP""";"""Ricochet Limited""";"""Inglaterra""";"""Estrangeira""";"""AM"""
"""185/AIN""";23/10/2014;"""13""";"""Lucky Ladies""";"""Reality Show""";"""27/10/2014 a 20/12/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""Endemol Argentina S.A""";"""Argentina""";"""Estrangeira""";"""RJ"""
"""186/AIN""";24/10/2014;"""6""";"""Qatar Handball Anthem Music Video""";"""Documentário""";"""07/11/2014 a 13/11/2014""";"""Modo Operante Produções Culturais Ltda""";"""RJ""";"""Pulse Films Ltda""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""187/AIN""";27/10/2014;"""3""";"""Mission Surprise""";"""Documentário""";"""02/11/2014 a 09/11/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Schweizer Radio und Ltda""";"""Suíça""";"""Estrangeira""";"""RJ"""
"""188/AIN""";29/10/2014;"""13""";"""Finding Bigfoot""";"""Documentário""";"""16/11/2014 a 30/12/2014""";"""Francisco Ferreira Pinto Filho (Amazon Film Productions)""";"""AM""";"""Snake Oil Production""";"""EUA""";"""Estrangeira""";"""AM"""
"""189/AIN""";03/11/2014;"""7""";"""Dil say Dil Tak""";"""Ficção""";"""10/01/2015 a 30/01/2015""";"""Southside Produções Ltda.""";"""SP""";"""Diamond World Productions""";"""Paquistão""";"""Estrangeira""";"""SP"""
"""190/AIN""";30/10/2014;"""3""";"""Besuch von Christian Blankenhorn""";"""Documentário""";"""06/11/2014 a 16/11/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""InfoNetwork""";"""Alemanha""";"""Estrangeira""";"""AM/RJ/SP"""
"""191/AIN""";30/10/2014;"""3""";"""Lua em Sagitário""";"""Ficção""";"""22/11/2014 a 20/12/2014""";"""Tambke Filmes Ltda (Plural Filmes)""";"""RJ""";"""Saula Benavente""";"""Argentina""";"""Estrangeira""";"""SC"""
"""192/AIN""";30/10/2014;"""5""";""""" Magic Oil"" ""Fresh E Dry"" ""Deo"" and ""Dark Passion""""";"""Publicitária""";"""20/11/2014 a 04/12/2014""";"""JKR Produções Artísticas Ltda""";"""RJ""";"""E+P Films GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""193/AIN""";30/10/2014;"""3""";"""Williams""";"""Documentário""";"""08/11/2014 a 15/11/2014""";"""JKR Produções Artísticas Ltda""";"""RJ""";"""Minnow""";"""Reino Unido""";"""Estrangeira""";"""SP/DF"""
"""194/AIN""";31/10/2014;"""58""";"""Babysitting 2""";"""Ficção""";"""10/10/2014 a 30/03/2015""";"""A. F. Cinema de Vídeo Ltda""";"""SP""";"""Axel Films""";"""França""";"""Estrangeira""";"""BA/RJ"""
"""195/AIN""";03/11/2014;"""3""";"""“One Planet (Jungles episode) Part 2”""";"""Documentário""";"""24/11/2014 a16/12/2014""";"""Neon Rio Ltda""";"""RJ""";"""British Broadcasting Corporation""";"""Reino Unido""";"""Estrangeira""";"""SP"""
"""196/AIN""";04/11/2014;"""2""";"""How Did I Get Here Anyway""";"""Documentário""";"""10/12/2014 a 17/12/2014""";"""Gato Preto Filmes""";"""SP""";"""Corporation of the presiding Bishop of the church of Jesus Christ of latter-day saints""";"""EUA""";"""Estrangeira""";"""RJ"""
"""197/AIN""";05/11/2014;"""1""";"""Campanha Leroy Merlin 2015""";"""Publicitária""";"""26/11/2014 a 02/12/2014""";"""Conspiração Filmes S/A""";"""RJ""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""198/AIN""";06/11/2014;"""1""";"""Port Sudeste 2014""";"""Documentário""";"""16/11/2014 a 20/11/2014""";"""Story Produções Ltda. ME""";"""SP""";"""World Television Ltd""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""199/AIN""";10/11/2014;"""30""";"""If cats disappered from the world""";"""Ficção""";"""21/11/2014 a 22/11/2014""";"""MOVI & ART PRODUÇÕES CINEMATOGRÁFICAS LTDA""";"""SP""";"""Dragonfly Entertainment Inc""";"""Japão""";"""Estrangeira""";"""PR"""
"""200/AIN""";10/11/2014;"""2""";"""Os mistérios da Amazônia""";"""Documentário""";"""15/11/2014 a 10/12/2014""";"""Urutau Filmes Ltda""";"""SP""";"""NHK - Nippon Hoso Kyokai""";"""Japão""";"""Estrangeira""";"""AM"""
"""201/AIN""";10/11/2014;"""1""";"""Santo Antônio e Porto Velho""";"""Institucional""";"""16/11/2014 a 23/11/2014""";"""Mango Films Brasil Ltda""";"""SP""";"""Glenn Blackburn""";"""Reino Unido""";"""Estrangeira""";"""RO/SC"""
"""202/AIN""";10/11/2014;"""3""";"""Child in the Wild""";"""Documentário""";"""02/12/2014 a 16/12/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""FL Concepts""";"""França""";"""Estrangeira""";"""MS"""
"""203/AIN""";11/11/2014;"""2""";"""Atlantic part 2""";"""Documentário""";"""10/01/2015 a 23/01/2015""";"""Neon Rio Ltda""";"""RJ""";"""BBC Natural History Unit""";"""Reino Unido""";"""Estrangeira""";"""PE"""
"""204/AIN""";12/11/2014;"""1""";"""Adoção""";"""Publicitária""";"""02/12/2014 a 22/12/2014""";"""Paranoid Brasil Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""205/AIN""";12/11/2014;"""5""";"""T.Rowe Price""";"""Publicitária""";"""23/01/2014 a 31/01/2014""";"""Domo Produções Ltda""";"""SP""";"""Chelsea Pictures Ltda""";"""EUA""";"""Estrangeira""";"""RJ"""
"""206/AIN""";14/11/2014;"""19""";"""Internet.ORG""";"""Documentário""";"""25/11/2014 a 08/12/2014""";"""Ricardo Gonçalves Produções Cinematográficas""";"""SP""";"""Vagabond Films""";"""EUA""";"""Estrangeira""";"""SP"""
"""207/AIN""";14/11/2014;"""4""";"""Holiday stars, germans around the world""";"""Documentário""";"""23/11/2014 a 29/11/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Endemol Deutschland GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""208/AIN""";14/11/2014;"""13""";"""2014 Korean Song Festival in Brazil""";"""Documentário""";"""27/11/2014 a 02/12/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Global Korean Network""";"""Coréia do Sul""";"""Estrangeira""";"""SP"""
"""209/AIN""";17/11/2014;"""3""";"""Skype""";"""Publicitária""";"""10/12/2014 a 31/12/2014""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Station Film""";"""EUA""";"""Estrangeira""";"""RJ"""
"""210/AIN""";24/11/2014;"""3""";"""O Boto - o golfinho de água doce""";"""Documentário""";"""29/11/2014 a 11/12/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Bayerischer Rundfunk""";"""Alemanha""";"""Estrangeira""";"""AM"""
"""211/AIN""";24/11/2014;"""1""";"""Tegenlicht""";"""Documentário""";"""25/11/2014 a 30/11/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""VPRO""";"""Holanda""";"""Estrangeira""";"""SP"""
"""212/AIN""";25/11/2014;"""3""";"""Fishing Adventurer""";"""Documentário""";"""24/01/2015 a 02/02/2015""";"""Amazon Film Productions""";"""AM""";"""Fishing Adventurer Productions 5 Inc""";"""Canadá""";"""Estrangeira""";"""AM"""
"""213/AIN""";25/11/2014;"""1""";"""Chibata""";"""Drama""";"""15/12/2014 a 20/12/2014""";"""Fibra Eletrônica Ind.com.ltda - Fibra Cine Video""";"""RJ""";""" -""";""" -""";"""Brasileira""";"""RJ"""
"""214/AIN""";25/11/2014;"""2""";"""Coca-Cola mini garrafinhas""";"""Publicitária""";"""28/11/2014 a 14/12/2014""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""The Lover""";"""Espanha""";"""Estrangeira""";"""RJ"""
"""215/AIN""";27/11/2014;"""4""";"""A week with Alain the Botton""";"""Documentário""";"""06/11/2014 a 15/12/2014""";"""PERIN FILMES LTDA""";"""AM""";"""VPRO""";"""Holanda""";"""Estrangeira""";"""DF"""
"""216/AIN""";27/11/2014;"""1""";"""Great Nature: Mistério do Rio Negro""";"""Documentário""";"""08 de dezembro a 28 de fevereiro de 2015""";"""Town Network Filmagens Ltda""";"""SP""";"""AZMAX CO. LTD""";"""Japão""";"""Estrangeira""";"""AM"""
"""218/AIN""";27/11/2014;"""4""";"""Sekai no hikyo ni totsuida nihonjin tsuma""";"""Documentário""";"""12/12/2014 a 22/12/2014""";"""Xes Projetos Visuais Ltda""";"""SP""";"""Grinta INC.""";"""Japão""";"""Estrangeira""";"""CE"""
"""219/AIN""";03/12/2014;"""1""";"""”Journey to the Snake Island” """;"""Documentário""";"""07/12/2014 a 15/12/2014""";"""Neon Rio Ltda""";"""RJ""";"""Tent City Productions, LLC""";"""EUA""";"""Estrangeira""";"""SP"""
"""220/AIN""";04/12/2014;"""4""";"""CHIKYU ICHIBAN - OS PANTANEIROS """;"""Documentário""";"""15/12/2014 a 13/01/2015""";"""BDT PLANEJAMENTO E COMUNICAÇÃO LTDA""";"""SP""";"""NHK - NIPPON HOSO KYOKAI""";"""Japão""";"""Estrangeira""";"""SP/MS"""
"""221/AIN""";05/12/2014;"""1""";"""Police 24hs""";"""Documentário""";"""10/12/2014 a 25/12/2014""";"""Alfixit Produções Culturais e Artísticas Ltda""";"""SP""";"""Taiga Productions Co., Ltd""";"""Japão""";"""Estrangeira""";"""SP"""
"""222/AIN""";05/12/2014;"""4""";"""Airbnb""";"""Publicitária""";"""05/01 a 05/02/2015""";"""Zohar Cinema e Comunicação Ltda""";"""RJ""";"""Reset""";"""EUA""";"""Estrangeira""";"""RJ"""
"""223/AIN""";05/12/2014;"""3""";"""Un Train Pas comme des autres """;"""Documentário""";"""03/01/2015 a 21/01/2015 """;"""Neon Rio Ltda""";"""RJ""";"""STEP BY STEP Productions""";"""França""";"""Estrangeira""";"""RS"""
"""224/AIN""";08/12/2014;"""3""";"""Fishing Adventurer""";"""Documentário""";"""24/01/2015 a 02/02/2015""";"""Amazon Film Productions""";"""AM""";"""Fishing Adventurer Productions 5 Inc""";"""Canadá""";"""Estrangeira""";"""AM"""
"""225/AIN""";08/12/2014;"""2""";"""Dear Summer""";"""Publicitária""";"""15/01 a 30/01/2015""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Partizan""";"""EUA""";"""Estrangeira""";"""RJ"""
"""226/AIN""";09/12/2014;"""1""";"""Great Nature: Mistério do Rio Negro""";"""Documentário""";"""10/01/2015 a 28/02/2015""";"""Town Network Filmagens Ltda""";"""SP""";"""AZMAX CO. LTD""";"""Japão""";"""Estrangeira""";"""AM"""
"""227/AIN""";09/12/2014;"""3""";"""Mulheres Empreendedoras - Coca-Cola""";"""Institucional""";"""04/01/2015 a 17/01/2015""";"""Mango Films Brasil Ltda""";"""SP""";"""Marmalade Films and Media""";"""Reino Unido""";"""Estrangeira""";"""SP"""
"""228/AIN""";10/12/2014;"""14""";"""Verrückt nach Meer 5""";"""Documentário""";"""19/01/2015 a 25/01/2015""";"""Sol Entertainment Ltda""";"""RJ""";"""Bewegte Zeiten""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""229/AIN""";10/12/2014;"""4""";"""Airbnb""";"""Publicitária""";"""05/01 a 05/02/2015""";"""Zohar Cinema e Comunicação Ltda""";"""RJ""";"""Reset""";"""EUA""";"""Estrangeira""";"""RJ"""
"""230/AIN""";10/12/2014;"""12""";"""Journey to the Snake Island Part 2""";"""Documentário""";"""12/01/2015 a 12/04/2015""";"""Neon Rio Ltda""";"""RJ""";"""Tent City Productions, LLC""";"""EUA""";"""Estrangeira""";"""SP"""
"""231/AIN""";10/12/2014;"""1""";"""Journey to the Snake Island Part 2""";"""Documentário""";"""12/01/2015 a 12/04/2015""";"""Neon Rio Ltda""";"""RJ""";"""Tent City Productions, LLC""";"""EUA""";"""Estrangeira""";"""SP"""
"""232/AIN""";11/12/2014;"""1""";"""Dill say, Dill tak""";"""Ficção""";"""10/01/2015 a 10/07/2015""";"""Red Line Filmes""";"""RJ""";"""Diamond World Productions""";"""Paquistão""";"""Estrangeira""";"""RJ"""
"""233/AIN""";11/12/2014;"""1""";"""Renault Fluence """;"""Publicitária""";"""15/12/2014 a 06/01/2015""";"""Zohar Cinema e Comunicação Ltda""";"""RJ""";""" -""";""" -""";"""Brasileira""";"""RJ/SP"""
"""234/AIN""";22/12/2014;"""56""";"""Les Anges de la télé-réalité""";"""Reality Show""";"""05/01/2015 a 17/03/2015""";"""Sol Entertainment Ltda""";"""RJ""";"""La Grosse Equipe""";"""França""";"""Estrangeira""";"""RJ/AM"""
"""235/AIN""";17/12/2014;"""2""";"""Sky Secret Agent""";"""Publicitária""";"""05/01/2015 a 05/02/2015""";"""O2 Filmes Publicitários Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""236/AIN""";17/12/2014;"""4""";"""Somewhere Street""";"""Documentário""";"""25/01/2015 a 20/03/2015""";"""Sango Productions Ltda""";"""SP""";"""Atelier Noa Co., Ltda""";"""Japão""";"""Estrangeira""";"""SP"""
"""237/AIN""";19/12/2014;"""3""";"""Travels off the beaten path""";"""Documentário""";"""24/02/2015 a 10/03/2015""";"""Utopia Films Produção Artística Ltda""";"""RJ""";"""Ocean Television""";"""Canadá""";"""Estrangeira""";"""MG/RJ"""
"""238/AIN""";23/12/2014;"""2""";"""Audi AG""";"""Institucional""";"""11/01/2015 a 17/01/2015""";"""Sol Entertainment Ltda""";"""RJ""";"""Random Squares""";"""Alemanha""";"""Estrangeira""";"""PA"""
;;;;;;;;;;;
"""Fonte: Assessoria Internacional - AIN.""";;;;;;;;;;;
